Start,Duration,Text
1147.12,4.96,really difficult to have to come out to
1149.559,4.441,people in your life about being autistic
1152.08,4.12,and just kind of worry about not being
1154.0,4.44,believed you're kind of working against
1156.2,3.719,your own mask you're like trying to undo
1158.44,3.359,this hard work that you've done for
1159.919,4.081,years to come across it's like not weird
1161.799,4.201,not weird and then you're like no look I
1164.0,3.799,I am actually weird I promise I'm really
1166.0,3.96,weird look at all this weird stuff that
1167.799,4.481,I've done had tears in my eyes when I
1169.96,4.32,found this quote on Embrace autism while
1172.28,3.639,your constructed self may excel in the
1174.28,3.6,social domain at the end of the day
1175.919,4.041,there is no energy left to nurture the
1177.88,3.76,true self what place is left for the
1179.96,3.64,true self other than to be hidden deep
1181.64,4.08,within you not to be seen by most or
1183.6,4.199,indeed forever shielded from every other
1185.72,4.0,person the constructed you takes over
1187.799,4.041,and is living while deep inside the
1189.72,3.92,genuine you is struggling and withering
1191.84,4.199,away so number four masking kind of
1193.64,4.6,wanting to fit in could lead some people
1196.039,3.921,to alcohol and drug addiction now this
1198.24,3.16,obviously won't affect every autistic
1199.96,2.839,person obviously none of these things
1201.4,3.36,will affect every autistic person and
1202.799,3.561,not every autistic person masks as well
1204.76,3.399,so that's always important to remember
1206.36,3.28,there's kind of some mixed data on this
1208.159,3.441,one there are some data to suggest that
1209.64,4.039,autistic people who mask more might be
1211.6,4.079,less likely to drink but anecdotally I
1213.679,4.36,know some autistic people do struggle
1215.679,5.081,with drugs and alcohol I know that I
1218.039,5.12,personally sadly have had some of my
1220.76,5.48,favorite social interactions while I was
1223.159,5.841,drunk I was 19 the first time I was
1226.24,5.559,drunk which is like really old in the UK
1229.0,4.799,it's legal from 18 but a lot of us tend
1231.799,4.0,to drink a lot earlier than that I just
1233.799,3.921,remember I really enjoyed the way it
1235.799,3.721,kind of got rid of my mask to some
1237.72,3.56,extent like I lost some of that social
1239.52,4.2,anxiety some of that overthinking and I
1241.28,4.0,just kind of said things and was able to
1243.72,3.52,be a little bit more confident in the
1245.28,3.639,way I might have liked to be otherwise
1247.24,3.439,and for a while I was like oh everybody
1248.919,3.481,does accept me it's just me being too
1250.679,3.48,shy like when I actually speak everyone
1252.4,3.519,is really lovely but then later on I
1254.159,3.561,kind of realized oh yeah well everyone's
1255.919,3.721,lovely cuz they're drunk as well so
1257.72,4.439,they're not not noticing little
1259.64,4.159,differences and like Oddities about you
1262.159,3.161,you know they're not going to notice if
1263.799,2.961,the mask slips and if it does they're
1265.32,2.839,just going to think oh well she's drunk
1266.76,3.56,and I'm drunk and everyone's drunk and
1268.159,4.321,let's have a good time so it was kind of
1270.32,3.76,a freeing experience obviously there
1272.48,3.92,were things that I don't like about
1274.08,3.68,drinking from an autistic perspective
1276.4,3.36,like it can make you feel very weird in
1277.76,4.48,your own body and then also control lack
1279.76,4.36,of control and you can end up cringing
1282.24,3.919,massively about what the hell did I do
1284.12,4.24,when I was so drunk and on mask last
1286.159,4.0,night and it can be very very painful so
1288.36,3.799,the older I get I feel like the worse
1290.159,4.681,that kind of next day anxiety gets there
1292.159,4.0,was a survey of 507 autistic people and
1294.84,3.52,one of the reasons for drinking that
1296.159,4.12,autistic people gave was alcohol makes
1298.36,3.6,verbal communication easier and the
1300.279,3.561,people who drank heavily said they drank
1301.96,4.64,heavily for social reasons and I watched
1303.84,4.8,a talk recently from an autistic guy who
1306.6,3.199,struggled with alcoholism as well and he
1308.64,2.88,drank to kind of get through the work
1309.799,3.161,day he kind of wondered why doesn't
1311.52,2.68,everybody drink why isn't everybody
1312.96,2.8,drinking to get through because he
1314.2,3.359,thought everybody dealt with as much
1315.76,4.2,anxiety as he did and then he was only
1317.559,4.72,diagnosed is autistic in his 40s so is
1319.96,5.0,masking all bad I saw this post recently
1322.279,4.361,on Facebook from Sally cat PDA I am my
1324.96,3.52,mask and that's okay there's a lot of
1326.64,3.36,talk about dropping masks but this isn't
1328.48,3.28,something that works for me dropping my
1330.0,3.559,mask takes huge effort and it feels
1331.76,4.519,horrific I don't think all types of
1333.559,4.6,masking are the same and I was like yeah
1336.279,3.841,particularly for somebody who identifies
1338.159,3.52,with the PDA profile pathological demand
1340.12,2.799,avoidance I have a video All About That
1341.679,2.401,if you don't know what that is it kind
1342.919,2.921,of made sense there was somebody who
1344.08,3.92,fits that profile like the way that we
1345.84,3.52,talk about un masking sometimes in the
1348.0,3.6,autistic Community like somebody just
1349.36,4.12,needs to rip the mask off and just step
1351.6,4.48,into the light step into their autistic
1353.48,4.16,self that might feel pretty demanding to
1356.08,3.68,somebody who's a PDA and to many
1357.64,3.919,autistic people and very high pressured
1359.76,3.399,if you spent years building up this mask
1361.559,3.24,you can't expect yourself to be able to
1363.159,3.561,just tear it down overnight that feels
1364.799,3.921,unrealistic to me and a lot of it is a
1366.72,3.76,really deeply ingrained survival
1368.72,3.199,response a lot of it feels like it's out
1370.48,3.439,of my control there's been many times
1371.919,5.401,where I've been like I wish I could mask
1373.919,5.281,less and I just can't do it you know and
1377.32,4.08,it's not that simple in black and white
1379.2,3.959,that masking is bad and unmasking is
1381.4,3.72,good particularly in this world that we
1383.159,3.64,live in an ability to mask can be seen
1385.12,3.48,as a privilege it can help you to Le
1386.799,3.841,jobs it can help you to get into
1388.6,4.04,relationships it's not necessarily going
1390.64,3.919,to benefit you positively to drop it
1392.64,4.32,completely but what I do think is that
1394.559,5.0,masking should be done in moderation as
1396.96,4.56,with point four alcohol moderation the
1399.559,3.801,national autistic Society has this page
1401.52,3.36,about reducing burnout which I really
1403.36,3.28,really like and I've mentioned it
1404.88,3.399,numerous times on the channel and it
1406.64,3.68,kind of talks about just letting us s be
1408.279,4.081,autistic spending time on your own or
1410.32,4.52,spending time around people who let you
1412.36,4.199,be autistic let yourself stem Anything
1414.84,3.8,You Can Do I think to move yourself
1416.559,4.521,towards a life that's going to allow for
1418.64,4.24,more recovery time is probably going to
1421.08,3.479,benefit you mentally if it is possible
1422.88,3.08,to do that engage in your interests
1424.559,2.6,spend time with people who are never
1425.96,2.68,going to call your names who are never
1427.159,3.561,going to call you weird no matter what
1428.64,3.84,you do let yourself be autistic and if
1430.72,3.48,you're not sure what being autistic
1432.48,3.36,means then you might enjoy this video
1434.2,3.359,about the theory of monot tropism my
1435.84,3.28,favorite theory of what autism is I
1437.559,3.561,think it's a a great way to understand
1439.12,4.159,autism for yourself and to maybe explain
1441.12,3.72,it to family members if you enjoyed this
1443.279,2.801,video and you want to see more like it
1444.84,4.079,but maybe you've seen everything on the
1446.08,5.16,channel already for $4 us you can join
1448.919,4.721,my patreon and I do two exclusive videos
1451.24,5.0,a month over there the last one was a 53
1453.64,4.6,minute Q&A with my husband and I also
1456.24,3.679,before that reacted to like the weirdest
1458.24,3.24,stock that I found while making these
1459.919,2.961,videos and there's also a Discord server
1461.48,2.92,that you can join even on the lowest
1462.88,2.96,tier you can get in the Discord server
1464.4,3.12,and you can chat with other neurod
1465.84,3.199,Divergent people and people who think
1467.52,3.8,they could possibly be autistic you
1469.039,3.961,don't have to be autistic you can be
1471.32,3.28,anything just got to be nice just got to
1473.0,2.96,be kind before I go I just want to say
1474.6,3.319,thank you so much for your support it's
1475.96,3.8,been quite a stressful week and it feels
1477.919,4.081,really nice to kind of have this
1479.76,3.68,community behind me thank you very much
1482.0,2.72,I'm very very grateful for you and
1483.44,3.37,hopefully this video was at least a
1484.72,12.04,little bit
1486.81,12.95,[Music]
1496.76,3.0,useful
1504.52,3.829,[Music]
1518.31,8.09,[Music]
1526.679,3.0,n
